N,0,93.7,19.9
E,0,99.8,16.9
O,0,107.2,16.6
A,0,114.3,14.2
C,0,107,16.7
N,1,16.9,4.7
N,2,14.5,4.3
N,3,15.1,4.8
N,4,15.8,3.8
N,5,16.2,4.3
N,6,15.1,4.2
E,1,19.2,3.7
E,2,16.2,4.3
E,3,14.4,4.1
E,4,16.8,3.9
E,5,15.2,3.9
E,6,17.9,4.2
O,1,17.6,4.3
O,2,19.1,4.5
O,3,19.2,3.5
O,4,16.2,3.5
O,5,18.1,4.8
O,6,17,3.3
A,1,19.5,3.7
A,2,21.3,4.1
A,3,19.1,3.4
A,4,18.4,3.8
A,5,17.6,3.6
A,6,18.4,2.9
C,1,16.8,3.5
C,2,17.2,4.3
C,3,20.6,3.4
C,4,18.3,3.8
C,5,17.1,3.9
C,6,17,4.3
