N,0,111.5,22.2
E,0,105.7,18.8
O,0,118.8,15
A,0,108,12.8
C,0,96,19
N,1,20.4,5.4
N,2,15.9,5.1
N,3,19.5,5.6
N,4,17.9,4.5
N,5,20,4.1
N,6,17.8,4.6
E,1,19.9,4.4
E,2,16.9,4.7
E,3,14,5
E,4,15.8,4.5
E,5,18.1,4.1
E,6,21,4.3
O,1,21.2,4.1
O,2,20.4,5.2
O,3,22.2,3.4
O,4,17.1,3.8
O,5,18.6,4.8
O,6,19.4,3
A,1,19.7,4.1
A,2,18.9,4
A,3,17.9,3.8
A,4,17,3.8
A,5,15.8,3.6
A,6,18.7,3.2
C,1,15.3,4.1
C,2,15.5,4.6
C,3,19,4.1
C,4,16.4,4.4
C,5,14.3,4.5
C,6,15.5,4.9
