N,0,94.7,18.3
E,0,99.3,17.5
O,0,107.1,17.3
A,0,116.8,13.8
C,0,106.4,16.3
N,1,17.1,4.7
N,2,14.3,4.3
N,3,15.5,4.4
N,4,16,3.5
N,5,16.2,4.3
N,6,15.5,3.8
E,1,19.5,3.4
E,2,16.4,4.2
E,3,13.9,4.2
E,4,15.6,4
E,5,14.5,4.1
E,6,18.4,4.4
O,1,17.4,4.1
O,2,19.5,4.6
O,3,19.4,3.5
O,4,16.5,3.6
O,5,17.5,4.9
O,6,16.8,3.2
A,1,20,3.5
A,2,21.9,3.9
A,3,19.2,3.3
A,4,18.9,3.8
A,5,18.1,3.6
A,6,18.7,2.8
C,1,16.5,3.3
C,2,17.4,4.2
C,3,20.9,3.4
C,4,17.8,3.8
C,5,16.8,3.9
C,6,17.1,4.3
