N,0,92.6,21.3
E,0,100.4,16.4
O,0,107.3,15.9
A,0,111.8,14.2
C,0,107.7,17
N,1,16.7,4.8
N,2,14.7,4.4
N,3,14.8,5.2
N,4,15.6,4
N,5,16.2,4.3
N,6,14.7,4.5
E,1,19,4
E,2,15.9,4.3
E,3,14.9,4
E,4,17.1,3.8
E,5,16,3.6
E,6,17.4,3.9
O,1,17.7,4.5
O,2,18.7,4.4
O,3,19,3.4
O,4,16,3.4
O,5,18.7,4.7
O,6,17.1,3.4
A,1,19,3.8
A,2,20.6,4.2
A,3,19,3.5
A,4,17.9,3.8
A,5,17.2,3.6
A,6,18.1,3
C,1,17.2,3.6
C,2,17.1,4.4
C,3,20.2,3.4
C,4,18.8,3.7
C,5,17.4,4
C,6,17,4.2
